cod_cor,denumire,denumire_normalizata,grupa_majora,subgrupa_majora,grupa_minora,isco_grupa_de_baza
226305,"asistent de cercetare în bacteriologie, microbiologie, biochimie, farmacologie",asistent de cercetare in bacteriologie microbiologie biochimie farmacologie,2,22,226,2263
226306,igienist,igienist,2,22,226,2263
226307,evaluator de risc și auditor în domeniul securității și sănătății în muncă,evaluator de risc si auditor in domeniul securitatii si sanatatii in munca,2,22,226,2263
226308,coordonator în materie de securitate și sănătate în muncă pentru logistică (studii superioare),coordonator in materie de securitate si sanatate in munca pentru logistica studii superioare,2,22,226,2263
226309,ergonomist,ergonomist,2,22,226,2263
226310,auditor de sistem de management al sănătății și securității în muncă,auditor de sistem de management al sanatatii si securitatii in munca,2,22,226,2263
226311,auditor în domeniul siguranței alimentare,auditor in domeniul sigurantei alimentare,2,22,226,2263
226312,manager în domeniul siguranței alimentare,manager in domeniul sigurantei alimentare,2,22,226,2263
226401,fiziokinetoterapeut,fiziokinetoterapeut,2,22,226,2264
226402,fizioterapeut,fizioterapeut,2,22,226,2264
226403,cercetător în fiziokinetoterapie,cercetator in fiziokinetoterapie,2,22,226,2264
226404,asistent de cercetare în fiziokinetoterapie,asistent de cercetare in fiziokinetoterapie,2,22,226,2264
226405,kinetoterapeut,kinetoterapeut,2,22,226,2264
226406,profesor de cultură fizică medicală,profesor de cultura fizica medicala,2,22,226,2264
226501,asistent de nutriție,asistent de nutritie,2,22,226,2265
226502,dietetician,dietetician,2,22,226,2265
226503,nutriționist și dietetician,nutritionist si dietetician,2,22,226,2265
226504,consultant nutriționist,consultant nutritionist,2,22,226,2265
226601,instructor logoped,instructor logoped,2,22,226,2266
226603,logoped,logoped,2,22,226,2266
226604,audiolog,audiolog,2,22,226,2266
226701,optometrist (studii superioare),optometrist studii superioare,2,22,226,2267
226901,medic igienist,medic igienist,2,22,226,2269
226902,medic expertiză a capacității de muncă,medic expertiza a capacitatii de munca,2,22,226,2269
226903,medic legist,medic legist,2,22,226,2269
226904,bioinginer medical,bioinginer medical,2,22,226,2269
226905,asistent medical (studii superioare),asistent medical studii superioare,2,22,226,2269
226906,fizician medical,fizician medical,2,22,226,2269
226907,medic specialist psihiatru,medic specialist psihiatru,2,22,226,2269
226908,medic de familie cu competențe în sănătatea mintală,medic de familie cu competente in sanatatea mintala,2,22,226,2269
226909,cercetător în educație fizică și sport,cercetator in educatie fizica si sport,2,22,226,2269
226910,asistent de cercetare în educație fizică și sport,asistent de cercetare in educatie fizica si sport,2,22,226,2269
226911,consilier sportiv,consilier sportiv,2,22,226,2269
226912,biochimist medical specialist,biochimist medical specialist,2,22,226,2269
226913,biolog medical specialist,biolog medical specialist,2,22,226,2269
226914,chimist medical specialist,chimist medical specialist,2,22,226,2269
226915,biochimist medical principal,biochimist medical principal,2,22,226,2269
226916,biolog medical principal,biolog medical principal,2,22,226,2269
226917,chimist medical principal,chimist medical principal,2,22,226,2269
226918,asistent medical nutriție dietetică,asistent medical nutritie dietetica,2,22,226,2269
226919,asistent medical radiologie,asistent medical radiologie,2,22,226,2269
226920,asistent medical laborator,asistent medical laborator,2,22,226,2269
226921,asistent medical igienă și sănătate publică,asistent medical igiena si sanatate publica,2,22,226,2269
226922,navigator de pacienți,navigator de pacienti,2,22,226,2269
226923,asistent medico-social,asistent medico social,2,22,226,2269
226924,"asistent medical balneofizioterapie, balneofiziokinetoterapie și recuperare",asistent medical balneofizioterapie balneofiziokinetoterapie si recuperare,2,22,226,2269
226925,tehnician perfuzionist,tehnician perfuzionist,2,22,226,2269
226926,podiatru,podiatru,2,22,226,2269
226927,analist comportamental,analist comportamental,2,22,226,2269
226928,tehnician de radiologie și imagistică licențiat,tehnician de radiologie si imagistica licentiat,2,22,226,2269
226929,terapeut în terapie asistată de animale,terapeut in terapie asistata de animale,2,22,226,2269
231001,asistent universitar,asistent universitar,2,23,231,2310
231002,conferențiar universitar,conferentiar universitar,2,23,231,2310
231003,lector universitar,lector universitar,2,23,231,2310
231004,preparator învățământul universitar,preparator invatamantul universitar,2,23,231,2310
231005,profesor universitar,profesor universitar,2,23,231,2310
231006,expert centre de perfecționare,expert centre de perfectionare,2,23,231,2310
232001,profesor în învățământul profesional și de maiștri,profesor in invatamantul profesional si de maistri,2,23,232,2320
233001,"profesor în învățământul liceal, postliceal",profesor in invatamantul liceal postliceal,2,23,233,2330
233002,profesor în învățământul gimnazial,profesor in invatamantul gimnazial,2,23,233,2330
234101,profesor în învățământul primar,profesor in invatamantul primar,2,23,234,2341
234102,învățător,invatator,2,23,234,2341
234103,institutor,institutor,2,23,234,2341
234201,profesor în învățământul preșcolar,profesor in invatamantul prescolar,2,23,234,2342
234202,educatoare,educatoare,2,23,234,2342
234203,educator puericultor,educator puericultor,2,23,234,2342
235101,cercetător în pedagogie,cercetator in pedagogie,2,23,235,2351
235102,asistent de cercetare în pedagogie,asistent de cercetare in pedagogie,2,23,235,2351
235103,consilier învățământ,consilier invatamant,2,23,235,2351
235104,expert învățământ,expert invatamant,2,23,235,2351
235105,inspector școlar,inspector scolar,2,23,235,2351
235106,referent de specialitate învățământ,referent de specialitate invatamant,2,23,235,2351
235201,defectolog,defectolog,2,23,235,2352
235203,educator în unități de handicapați,educator in unitati de handicapati,2,23,235,2352
235204,instructor-educator în unități de handicapați,instructor educator in unitati de handicapati,2,23,235,2352
235205,pedagog de recuperare,pedagog de recuperare,2,23,235,2352
235301,profesor de limbi străine,profesor de limbi straine,2,23,235,2353
235901,"secretar institut, facultate",secretar institut facultate,2,23,235,2359
235902,mentor,mentor,2,23,235,2359
235903,consilier școlar,consilier scolar,2,23,235,2359
235904,designer instrucțional,designer instructional,2,23,235,2359
235905,dezvoltator de e-learning,dezvoltator de e learning,2,23,235,2359
235906,laborant în învățământ,laborant in invatamant,2,23,235,2359
235907,maistru instructor,maistru instructor,2,23,235,2359
235908,pedagog școlar,pedagog scolar,2,23,235,2359
235909,secretar școală,secretar scoala,2,23,235,2359
235910,șef atelier școală,sef atelier scoala,2,23,235,2359
235911,mediator școlar,mediator scolar,2,23,235,2359
235912,inspector școlar pentru implementarea descentralizării instituționale,inspector scolar pentru implementarea descentralizarii institutionale,2,23,235,2359
235913,inspector școlar pentru managementul resurselor umane,inspector scolar pentru managementul resurselor umane,2,23,235,2359
235914,inspector școlar pentru mentorat,inspector scolar pentru mentorat,2,23,235,2359
235915,inspector școlar pentru dezvoltarea resursei umane,inspector scolar pentru dezvoltarea resursei umane,2,23,235,2359
235916,inspector școlar pentru educație permanentă,inspector scolar pentru educatie permanenta,2,23,235,2359
235917,inspector școlar pentru învățământ particular și alternative educaționale,inspector scolar pentru invatamant particular si alternative educationale,2,23,235,2359
235918,inspector școlar pentru învățământul special,inspector scolar pentru invatamantul special,2,23,235,2359
235919,director Centrul Județean de Resurse și Asistență Educațională (CJRAE),director centrul judetean de resurse si asistenta educationala cjrae,2,23,235,2359
235920,consilier pentru tineret,consilier pentru tineret,2,23,235,2359
235921,inspector școlar pentru proiecte educaționale,inspector scolar pentru proiecte educationale,2,23,235,2359
235922,consilier mediator,consilier mediator,2,23,235,2359
235923,profesor-antrenor,profesor antrenor,2,23,235,2359
235924,specialist în pregătire fizică,specialist in pregatire fizica,2,23,235,2359
235925,specialist sisteme de calificare,specialist sisteme de calificare,2,23,235,2359
241101,controlor tezaur,controlor tezaur,2,24,241,2411
241102,expert contabil-verificator,expert contabil verificator,2,24,241,2411
241103,revizor contabil,revizor contabil,2,24,241,2411
241104,referent de specialitate financiar-contabilitate,referent de specialitate financiar contabilitate,2,24,241,2411
241105,auditor intern,auditor intern,2,24,241,2411
241106,controlor de gestiune,controlor de gestiune,2,24,241,2411
241107,auditor financiar,auditor financiar,2,24,241,2411
241201,cenzor,cenzor,2,24,241,2412
241202,comisar Garda Financiară,comisar garda financiara,2,24,241,2412
241203,consilier financiar-bancar,consilier financiar bancar,2,24,241,2412
241204,expert financiar-bancar,expert financiar bancar,2,24,241,2412
241205,inspector financiar-bancar,inspector financiar bancar,2,24,241,2412
241206,inspector asigurări,inspector asigurari,2,24,241,2412
241207,comisar principal,comisar principal,2,24,241,2412
241208,consultant bugetar,consultant bugetar,2,24,241,2412
241209,dealer,dealer,2,24,241,2412
241210,evaluator,evaluator,2,24,241,2412
241211,analist investiții,analist investitii,2,24,241,2412
241212,manager de fond acțiuni/ obligațiuni,manager de fond actiuni obligatiuni,2,24,241,2412
241213,consultant plasamente valori mobiliare,consultant plasamente valori mobiliare,2,24,241,2412
241214,agent capital de risc,agent capital de risc,2,24,241,2412
241215,administrator credite,administrator credite,2,24,241,2412
241216,specialist control risc,specialist control risc,2,24,241,2412
241217,specialist evaluare daune,specialist evaluare daune,2,24,241,2412
241218,lichidator,lichidator,2,24,241,2412
241219,administrator judiciar,administrator judiciar,2,24,241,2412
241220,analist preț de revenire/ costuri,analist pret de revenire costuri,2,24,241,2412
241221,expert fiscal,expert fiscal,2,24,241,2412
241222,consultant fiscal,consultant fiscal,2,24,241,2412
241223,inspector general de bancă,inspector general de banca,2,24,241,2412
241224,economist bancă,economist banca,2,24,241,2412
241225,manager bancă,manager banca,2,24,241,2412
241226,manager de operațiuni/ produs,manager de operatiuni produs,2,24,241,2412
241227,manager relații cu clienții băncii/ societate de leasing,manager relatii cu clientii bancii societate de leasing,2,24,241,2412
241228,trezorier (studii superioare),trezorier studii superioare,2,24,241,2412
241229,analist bancar/ societate de leasing,analist bancar societate de leasing,2,24,241,2412
241230,"ofițer bancar (credite, marketing, produse și servicii bancare)",ofiter bancar credite marketing produse si servicii bancare,2,24,241,2412
241231,administrator bancar/ produs leasing,administrator bancar produs leasing,2,24,241,2412
241232,operator cifru (mesaje cifrate),operator cifru mesaje cifrate,2,24,241,2412
241233,proiectant produse bancare,proiectant produse bancare,2,24,241,2412
241234,consultant bancar,consultant bancar,2,24,241,2412
241235,agent compensare (interbancară),agent compensare interbancara,2,24,241,2412
241236,referent bancar/ societate de leasing,referent bancar societate de leasing,2,24,241,2412
241237,ofițer conformitate,ofiter conformitate,2,24,241,2412
241238,expert conformitate,expert conformitate,2,24,241,2412
241239,ofițer securitatea informației (Security Officer – SO),ofiter securitatea informatiei security officer so,2,24,241,2412
241240,administrator de risc,administrator de risc,2,24,241,2412
241241,analist credite,analist credite,2,24,241,2412
